Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
L51229,0,301.8,310.8,1505,41.2,33,0,0,0,0,0,0
L51230,0,301.8,310.8,1456,46.6,35,0,0,0,0,0,0
L51231,0,301.8,310.8,1383,46.4,37,0,0,0,0,0,0
M18912,1,301.9,310.8,1563,39.2,39,0,0,0,0,0,0
M18913,1,301.9,310.9,2305,16.1,42,0,0,0,0,0,0
M18914,1,301.9,310.9,1456,43.6,45,0,0,0,0,0,0
L51235,0,302.0,311.0,1865,22.7,48,0,0,0,0,0,0
L51236,0,301.9,310.9,1597,36.9,50,0,0,0,0,0,0
L51237,0,302.0,310.9,1495,38.6,52,0,0,0,0,0,0
M18918,1,302.0,310.9,1456,47.2,54,0,0,0,0,0,0
L51239,0,301.9,310.8,1465,44.3,57,0,0,0,0,0,0
M18920,1,302.0,310.9,1352,55.5,59,0,0,0,0,0,0
L51241,0,301.9,310.8,1906,21.7,62,0,0,0,0,0,0
L51242,0,302.0,310.9,1446,44.0,64,0,0,0,0,0,0
L51243,0,302.0,310.8,1948,19.7,66,0,0,0,0,0,0
L51244,0,301.9,310.7,1480,47.1,68,0,0,0,0,0,0
M18925,1,301.9,310.7,1511,37.6,70,0,0,0,0,0,0
M18926,1,301.9,310.7,1472,47.0,73,0,0,0,0,0,0
L51247,0,301.9,310.7,1429,51.0,76,0,0,0,0,0,0
L51248,0,301.9,310.7,1405,48.8,78,0,0,0,0,0,0
M18929,1,301.9,310.7,1405,47.9,80,0,0,0,0,0,0
L51250,0,302.0,310.7,1348,58.1,83,0,0,0,0,0,0
L51251,0,301.9,310.6,1331,68.6,85,1,0,0,1,0,0
L51252,0,301.9,310.6,1610,33.4,87,0,0,0,0,0,0
M18933,1,301.9,310.6,1412,46.5,89,0,0,0,0,0,0
L51254,0,302.0,310.7,1453,42.7,92,0,0,0,0,0,0
L51255,0,302.0,310.6,1583,38.9,94,0,0,0,0,0,0
M18936,1,302.0,310.6,1539,37.4,96,0,0,0,0,0,0
L51257,0,302.0,310.5,1635,39.8,99,0,0,0,0,0,0
H33492,2,302.1,310.7,1294,62.4,101,1,0,1,0,0,0
L51259,0,302.0,310.5,1978,22.0,106,0,0,0,0,0,0
L51260,0,302.0,310.4,1357,58.0,108,1,0,1,0,0,0
L51261,0,302.0,310.4,1336,58.2,110,1,0,1,0,0,0
L51262,0,302.0,310.4,1568,39.2,112,0,0,0,0,0,0
M18943,1,302.0,310.4,1567,36.4,114,0,0,0,0,0,0
L51264,0,302.0,310.4,1611,35.6,117,0,0,0,0,0,0
H33499,2,302.0,310.5,1841,23.6,119,0,0,0,0,0,0
L51266,0,302.0,310.5,1567,36.1,124,0,0,0,0,0,0
L51267,0,301.9,310.4,1376,54.9,126,1,0,1,0,0,0
L51268,0,301.9,310.5,1477,42.4,128,0,0,0,0,0,0
M18949,1,301.9,310.5,1590,40.3,130,0,0,0,0,0,0
L51270,0,302.0,310.5,2197,15.8,133,0,0,0,0,0,0
M18951,1,302.0,310.4,1595,32.9,135,0,0,0,0,0,0
H33506,2,302.0,310.5,1812,24.4,138,0,0,0,0,0,0
M18953,1,302.0,310.5,1573,32.1,143,0,0,0,0,0,0
L51274,0,302.0,310.5,1651,30.9,146,0,0,0,0,0,0
H33509,2,302.0,310.5,1459,43.2,148,0,0,0,0,0,0
L51276,0,301.9,310.4,1370,51.7,153,1,0,1,0,0,0
L51277,0,301.9,310.4,1518,34.1,155,0,0,0,0,0,0
L51278,0,302.0,310.3,1648,29.6,157,0,0,0,0,0,0
L51279,0,302.0,310.4,1464,47.2,159,0,0,0,0,0,0
L51280,0,302.0,310.4,1895,23.2,161,0,0,0,0,0,0
L51281,0,301.9,310.4,1884,23.4,163,0,0,0,0,0,0
L51282,0,302.0,310.4,1450,46.6,165,0,0,0,0,0,0
L51283,0,302.0,310.4,1448,43.4,167,0,0,0,0,0,0
L51284,0,302.1,310.5,1389,49.6,169,0,0,0,0,0,0
L51285,0,302.0,310.6,1583,35.2,171,0,0,0,0,0,0
L51286,0,301.9,310.5,1425,51.1,173,0,0,0,0,0,0
L51287,0,302.0,310.5,1809,27.1,175,0,0,0,0,0,0
L51288,0,301.9,310.5,1892,21.8,177,0,0,0,0,0,0
M18969,1,301.9,310.6,1475,47.8,179,0,0,0,0,0,0
L51290,0,302.0,310.6,1361,46.7,182,0,0,0,0,0,0
M18971,1,302.0,310.6,1563,41.0,184,0,0,0,0,0,0
H33526,2,301.9,310.5,1472,39.7,187,0,0,0,0,0,0
L51293,0,302.0,310.6,1325,55.3,192,0,0,0,0,0,0
L51294,0,302.0,310.6,1358,53.1,194,0,0,0,0,0,0
H33529,2,302.0,310.6,1346,54.7,196,0,0,0,0,0,0
M18976,1,302.0,310.5,1381,58.4,201,0,0,0,0,0,0
L51297,0,301.9,310.5,1340,55.7,204,1,0,0,0,1,0
L51298,0,302.0,310.6,1366,47.7,206,0,0,0,0,0,0
L51299,0,302.1,310.7,1325,45.1,208,1,0,1,0,0,0
M18980,1,302.1,310.7,1376,46.3,210,1,0,1,0,0,0
M18981,1,302.1,310.7,1364,47.8,213,1,0,1,0,0,0
L51302,0,302.2,310.6,1462,43.6,0,0,0,0,0,0,0
M18983,1,302.1,310.6,1517,38.9,2,0,0,0,0,0,0
L51304,0,302.1,310.6,1385,53.6,5,0,0,0,0,0,0
L51305,0,302.1,310.6,1439,40.0,7,0,0,0,0,0,0
M18986,1,302.0,310.6,1623,34.3,9,0,0,0,0,0,0
H33541,2,302.0,310.6,1438,43.2,12,0,0,0,0,0,0
L51308,0,301.9,310.4,1708,24.8,17,0,0,0,0,0,0
M18989,1,301.8,310.3,1666,32.7,19,0,0,0,0,0,0
L51310,0,301.9,310.4,1286,62.8,22,1,0,1,0,0,0
L51311,0,301.9,310.3,1485,46.3,24,0,0,0,0,0,0
M18992,1,301.8,310.3,1409,52.5,26,0,0,0,0,0,0
L51313,0,301.8,310.3,1765,27.3,29,0,0,0,0,0,0
L51314,0,301.8,310.3,1688,28.8,31,0,0,0,0,0,0
M18995,1,301.7,310.3,1787,26.7,33,0,0,0,0,0,0
L51316,0,301.7,310.1,1487,48.0,36,0,0,0,0,0,0
L51317,0,301.7,310.1,1384,50.5,38,0,0,0,0,0,0
L51318,0,301.7,310.2,1311,57.4,40,1,0,1,0,0,0
H33553,2,301.7,310.2,1620,30.8,42,0,0,0,0,0,0
L51320,0,301.7,310.2,1331,61.2,47,1,0,1,0,0,0
H33555,2,301.7,310.1,1462,38.3,49,0,0,0,0,0,0
L51322,0,301.7,310.1,1424,50.2,54,0,0,0,0,0,0
L51323,0,301.7,310.1,1500,39.6,56,0,0,0,0,0,0
L51324,0,301.8,310.1,1738,28.0,58,0,0,0,0,0,0
M19005,1,301.8,310.3,1465,46.5,60,0,0,0,0,0,0
L51326,0,301.8,310.3,1482,41.4,63,0,0,0,0,0,0
L51327,0,301.9,310.3,1398,44.0,65,0,0,0,0,0,0
L51328,0,301.9,310.3,1972,21.3,67,0,0,0,0,0,0
L51329,0,301.9,310.4,1603,37.6,69,0,0,0,0,0,0
L51330,0,301.9,310.4,1610,34.8,71,0,0,0,0,0,0
M19011,1,301.9,310.4,1373,48.0,73,1,0,1,0,0,0
M19012,1,302.0,310.5,1425,44.7,76,0,0,0,0,0,0
M19013,1,302.0,310.4,1212,55.6,79,1,0,1,0,0,0
M19014,1,302.0,310.4,1828,26.3,82,0,0,0,0,0,0
L51335,0,302.0,310.5,1370,44.4,85,1,0,1,0,0,0
M19016,1,302.0,310.5,1823,25.1,87,0,0,0,0,0,0
L51337,0,302.0,310.5,1263,60.6,90,1,0,1,0,0,0
L51338,0,301.9,310.4,1889,21.5,92,0,0,0,0,0,0
M19019,1,302.0,310.5,1639,32.9,94,0,0,0,0,0,0
M19020,1,302.0,310.4,1608,33.1,97,0,0,0,0,0,0
H33575,2,301.9,310.3,1653,32.4,100,0,0,0,0,0,0
L51342,0,302.0,310.4,1591,29.8,105,0,0,0,0,0,0
L51343,0,302.1,310.5,1696,30.9,107,0,0,0,0,0,0
L51344,0,302.2,310.6,1346,47.5,109,1,0,1,0,0,0
M19025,1,302.2,310.5,1507,40.4,111,0,0,0,0,0,0
H33580,2,302.3,310.6,1525,48.7,114,0,0,0,0,0,0
M19027,1,302.3,310.7,1559,33.9,119,0,0,0,0,0,0
L51348,0,302.2,310.6,1632,30.5,122,0,0,0,0,0,0
L51349,0,302.1,310.5,1559,36.0,124,0,0,0,0,0,0
M19030,1,302.2,310.6,1355,51.5,126,1,0,1,0,0,0
M19031,1,302.2,310.5,1832,23.7,129,0,0,0,0,0,0
L51352,0,302.2,310.6,1386,50.0,132,0,0,0,0,0,0
M19033,1,302.2,310.6,1346,49.2,134,1,0,1,0,0,0
L51354,0,302.3,310.7,1499,37.8,137,0,0,0,0,0,0
L51355,0,302.3,310.7,1612,33.4,139,0,0,0,0,0,0
M19036,1,302.3,310.7,1544,39.7,141,0,0,0,0,0,0
L51357,0,302.5,310.9,1477,39.2,144,0,0,0,0,0,0
L51358,0,302.5,310.9,1624,34.4,146,0,0,0,0,0,0
L51359,0,302.4,310.9,1349,46.1,148,1,0,1,0,0,0
L51360,0,302.4,310.8,1686,28.8,150,0,0,0,0,0,0
M19041,1,302.4,310.7,1521,40.4,152,0,0,0,0,0,0
L51362,0,302.4,310.7,1362,54.8,155,1,0,1,0,0,0
L51363,0,302.3,310.7,1402,50.9,157,0,0,0,0,0,0
L51364,0,302.2,310.6,1334,53.2,159,1,0,1,0,0,0
L51365,0,302.2,310.6,1348,48.4,161,1,0,1,0,0,0
M19046,1,302.2,310.6,1570,34.6,163,0,0,0,0,0,0
M19047,1,302.2,310.7,1601,33.0,166,0,0,0,0,0,0
M19048,1,302.3,310.8,1611,31.8,169,0,0,0,0,0,0
L51369,0,302.4,310.9,1560,31.8,172,0,0,0,0,0,0
H33604,2,302.4,310.9,1444,40.7,174,0,0,0,0,0,0
L51371,0,302.4,311.0,1317,59.4,179,0,0,0,0,0,0
M19052,1,302.5,311.0,1463,43.1,181,0,0,0,0,0,0
L51373,0,302.4,311.1,1634,34.2,184,0,0,0,0,0,0
L51374,0,302.4,311.0,1423,46.2,186,0,0,0,0,0,0
L51375,0,302.5,311.0,1548,38.4,188,0,0,0,0,0,0
M19056,1,302.5,311.0,1563,35.6,190,0,0,0,0,0,0
L51377,0,302.4,311.0,1573,36.5,193,0,0,0,0,0,0
M19058,1,302.4,311.1,1432,44.5,195,0,0,0,0,0,0
M19059,1,302.5,311.1,1638,32.0,198,0,0,0,0,0,0
L51380,0,302.5,311.1,1571,34.2,201,0,0,0,0,0,0
L51381,0,302.4,311.0,2211,15.4,203,0,0,0,0,0,0
L51382,0,302.4,311.0,1555,40.6,205,0,0,0,0,0,0
M19063,1,302.3,310.9,1558,31.9,207,0,0,0,0,0,0
M19064,1,302.3,310.9,1523,43.2,210,0,0,0,0,0,0
L51385,0,302.3,310.8,1723,26.3,213,0,0,0,0,0,0
M19066,1,302.3,310.8,1721,28.4,215,0,0,0,0,0,0
M19067,1,302.3,310.9,1710,30.4,218,1,1,0,0,0,0
M19068,1,302.3,310.9,1627,32.3,0,0,0,0,0,0,0
M19069,1,302.2,310.8,1422,47.0,3,0,0,0,0,0,0
L51390,0,302.1,310.8,1565,35.3,6,0,0,0,0,0,0
L51391,0,302.1,310.7,1314,52.8,8,1,0,1,0,0,0
M19072,1,302.0,310.6,1392,60.5,10,0,0,0,0,0,0
L51393,0,302.1,310.7,1465,40.7,13,0,0,0,0,0,0
L51394,0,301.9,310.6,1573,36.6,15,0,0,0,0,0,0
M19075,1,302.0,310.7,2157,17.8,17,0,0,0,0,0,0
L51396,0,301.9,310.7,1370,50.3,20,0,0,0,0,0,0
L51397,0,301.9,310.6,1462,38.8,22,0,0,0,0,0,0
M19078,1,302.0,310.6,1479,40.5,24,0,0,0,0,0,0
L51399,0,301.9,310.7,1717,26.8,27,0,0,0,0,0,0
M19080,1,301.9,310.6,1260,65.9,29,0,0,0,0,0,0
L51401,0,301.9,310.6,1467,39.3,32,0,0,0,0,0,0
M19082,1,302.0,310.6,1535,38.6,34,0,0,0,0,0,0
L51403,0,302.0,310.7,1657,31.9,37,0,0,0,0,0,0
L51404,0,302.0,310.7,1698,28.1,39,0,0,0,0,0,0
L51405,0,302.1,310.7,1359,49.3,41,1,0,1,0,0,0
L51406,0,302.1,310.8,1596,37.1,43,0,0,0,0,0,0
L51407,0,302.2,310.8,1383,46.9,45,0,0,0,0,0,0
L51408,0,302.2,310.8,2203,16.6,47,0,0,0,0,0,0
M19089,1,302.2,310.8,1408,46.8,49,0,0,0,0,0,0
L51410,0,302.2,310.8,1673,32.9,52,0,0,0,0,0,0
L51411,0,302.2,310.8,1340,47.8,54,0,0,0,0,0,0
L51412,0,302.2,310.9,1452,42.3,56,0,0,0,0,0,0
M19093,1,302.2,310.9,1302,53.4,58,0,0,0,0,0,0
H33648,2,302.2,310.9,1522,35.9,61,0,0,0,0,0,0
L51415,0,302.2,310.8,1438,41.4,66,0,0,0,0,0,0
L51416,0,302.2,310.9,1604,40.5,68,0,0,0,0,0,0
L51417,0,302.2,311.0,1832,23.2,70,0,0,0,0,0,0
M19098,1,302.3,311.0,1521,34.8,72,0,0,0,0,0,0
L51419,0,302.3,311.0,1446,37.6,75,0,0,0,0,0,0
L51420,0,302.4,311.1,1905,20.9,77,0,0,0,0,0,0
L51421,0,302.4,311.0,1475,47.9,79,0,0,0,0,0,0
L51422,0,302.4,311.0,1462,48.5,81,0,0,0,0,0,0
M19103,1,302.4,310.9,1435,42.3,83,0,0,0,0,0,0
L51424,0,302.4,310.9,1469,39.6,86,0,0,0,0,0,0
M19105,1,302.6,311.1,1520,43.0,88,0,0,0,0,0,0
L51426,0,302.6,311.0,1537,35.5,91,0,0,0,0,0,0
L51427,0,302.6,311.0,1369,60.0,93,1,0,1,0,0,0
L51428,0,302.6,311.0,1506,37.2,95,0,0,0,0,0,0
L51429,0,302.5,310.9,1330,56.9,97,1,0,1,0,0,0
L51430,0,302.6,311.0,1660,38.0,99,0,0,0,0,0,0
H33665,2,302.5,310.9,1356,55.5,101,1,0,1,0,0,0
H33666,2,302.6,311.0,1438,51.0,106,0,0,0,0,0,0
M19113,1,302.6,311.0,1329,48.6,111,1,0,1,0,0,0
L51434,0,302.6,311.0,1284,68.0,114,1,0,1,1,0,0
M19115,1,302.5,311.0,1387,52.1,116,0,0,0,0,0,0
M19116,1,302.6,311.0,1591,33.9,119,0,0,0,0,0,0
M19117,1,302.6,311.0,1589,39.0,122,0,0,0,0,0,0
M19118,1,302.7,311.1,1297,60.7,125,1,0,1,0,0,0
L51439,0,302.7,311.2,1545,35.1,128,0,0,0,0,0,0
H33674,2,302.7,311.1,1418,43.4,130,0,0,0,0,0,0
L51441,0,302.7,311.1,1730,28.1,135,0,0,0,0,0,0
L51442,0,302.6,311.0,2001,20.7,137,0,0,0,0,0,0
L51443,0,302.6,311.0,1620,36.2,139,0,0,0,0,0,0
M19124,1,302.6,311.0,1542,39.7,141,0,0,0,0,0,0
L51445,0,302.6,311.0,1424,38.0,144,0,0,0,0,0,0
L51446,0,302.7,311.1,1440,39.5,146,0,0,0,0,0,0
L51447,0,302.6,311.0,1520,42.8,148,0,0,0,0,0,0
L51448,0,302.7,311.0,1694,29.8,150,0,0,0,0,0,0
L51449,0,302.6,311.0,1610,39.2,152,0,0,0,0,0,0
L51450,0,302.6,310.9,1331,52.0,154,1,0,1,0,0,0
L51451,0,302.6,310.8,1470,41.2,156,0,0,0,0,0,0
L51452,0,302.5,310.8,1577,36.9,158,0,0,0,0,0,0
L51453,0,302.6,310.8,1486,36.4,160,0,0,0,0,0,0
L51454,0,302.4,310.6,1445,40.3,162,0,0,0,0,0,0
M19135,1,302.4,310.5,1500,36.7,164,0,0,0,0,0,0
M19136,1,302.2,310.4,1456,47.5,167,0,0,0,0,0,0
L51457,0,302.2,310.4,1743,28.1,170,0,0,0,0,0,0
L51458,0,302.0,310.1,1409,50.4,172,0,0,0,0,0,0
L51459,0,302.0,310.1,1361,45.4,174,1,0,1,0,0,0
L51460,0,302.1,310.1,1753,28.9,176,0,0,0,0,0,0
L51461,0,302.0,310.0,1832,22.9,178,0,0,0,0,0,0
L51462,0,301.9,309.9,1374,48.5,180,1,0,1,0,0,0
M19143,1,301.8,309.9,1334,61.0,182,1,0,1,0,0,0
L51464,0,301.8,310.0,1493,40.3,185,0,0,0,0,0,0
L51465,0,301.7,309.9,1317,49.0,187,1,0,1,0,0,0
M19146,1,301.7,309.9,1434,47.9,189,0,0,0,0,0,0
M19147,1,301.7,309.9,1457,39.2,192,0,0,0,0,0,0
M19148,1,301.7,310.0,1391,50.6,195,0,0,0,0,0,0
M19149,1,301.8,310.0,1781,23.9,198,0,0,0,0,0,0
L51470,0,301.8,310.0,1642,32.6,201,0,0,0,0,0,0
L51471,0,301.8,310.0,2032,19.0,203,0,0,0,0,0,0
M19152,1,301.8,310.1,2372,13.9,205,1,0,0,1,0,0
L51473,0,301.8,310.0,1393,44.9,208,0,0,0,0,0,0
M19154,1,301.7,310.1,1743,27.3,210,0,0,0,0,0,0
L51475,0,301.8,310.2,1457,40.4,213,0,0,0,0,0,0
L51476,0,301.8,310.2,2825,5.8,215,1,0,0,1,0,0
M19157,1,301.8,310.2,1609,34.2,217,0,0,0,0,0,0
M19158,1,301.8,310.2,1437,42.3,0,0,0,0,0,0,0
L51479,0,301.7,310.1,1402,50.1,3,0,0,0,0,0,0
M19160,1,301.7,310.1,1644,34.6,5,0,0,0,0,0,0
L51481,0,301.7,310.2,1471,51.1,8,0,0,0,0,0,0
L51482,0,301.7,310.1,2695,12.6,10,0,0,0,0,0,0
L51483,0,301.7,310.2,1435,48.1,12,0,0,0,0,0,0
L51484,0,301.6,310.1,1694,26.3,14,0,0,0,0,0,0
L51485,0,301.6,310.1,1687,26.6,16,0,0,0,0,0,0
L51486,0,301.6,310.0,1869,22.9,18,0,0,0,0,0,0
L51487,0,301.4,309.9,1259,63.9,20,1,0,1,0,0,0
H33722,2,301.4,309.9,1460,47.2,22,0,0,0,0,0,0
M19169,1,301.3,309.9,1501,39.5,27,0,0,0,0,0,0
L51490,0,301.4,310.0,1776,25.6,30,0,0,0,0,0,0
M19171,1,301.5,310.1,1468,40.8,32,0,0,0,0,0,0
L51492,0,301.5,310.1,1430,46.5,35,0,0,0,0,0,0
L51493,0,301.4,310.1,1502,46.6,37,0,0,0,0,0,0
H33728,2,301.4,310.1,1623,32.3,39,0,0,0,0,0,0
M19175,1,301.4,310.0,1651,29.8,44,0,0,0,0,0,0
L51496,0,301.5,310.1,1639,33.4,47,0,0,0,0,0,0
M19177,1,301.5,310.0,1417,44.6,49,0,0,0,0,0,0
L51498,0,301.5,310.1,1541,42.2,52,0,0,0,0,0,0
M19179,1,301.6,310.2,1411,45.1,54,0,0,0,0,0,0
L51500,0,301.7,310.3,1397,44.6,57,0,0,0,0,0,0
L51501,0,301.7,310.2,1686,28.9,59,0,0,0,0,0,0
M19182,1,301.7,310.1,1431,44.0,61,0,0,0,0,0,0
L51503,0,301.8,310.3,1341,50.5,64,1,0,1,0,0,0
L51504,0,301.7,310.2,1486,43.0,66,0,0,0,0,0,0
L51505,0,301.6,310.2,1384,57.1,68,0,0,0,0,0,0
L51506,0,301.6,310.1,1362,55.8,70,1,0,1,0,0,0
H33741,2,301.7,310.1,1660,29.3,72,0,0,0,0,0,0
L51508,0,301.6,310.1,1326,48.2,77,1,0,1,0,0,0
L51509,0,301.6,310.0,1566,30.3,79,0,0,0,0,0,0
L51510,0,301.5,309.8,1549,38.5,81,0,0,0,0,0,0
M19191,1,301.6,309.9,1746,31.1,83,0,0,0,0,0,0
M19192,1,301.7,309.9,1452,41.5,86,0,0,0,0,0,0
L51513,0,301.6,309.8,1588,33.9,89,0,0,0,0,0,0
L51514,0,301.6,309.8,1472,42.5,91,0,0,0,0,0,0
L51515,0,301.7,309.9,1607,37.7,93,0,0,0,0,0,0
H33750,2,301.6,309.9,1423,53.6,95,0,0,0,0,0,0
L51517,0,301.6,309.9,1440,43.4,100,0,0,0,0,0,0
L51518,0,301.6,309.9,1397,43.7,102,0,0,0,0,0,0
L51519,0,301.7,309.9,1524,46.6,104,0,0,0,0,0,0
M19200,1,301.7,309.9,1533,40.9,106,0,0,0,0,0,0
L51521,0,301.7,309.8,1398,46.0,109,0,0,0,0,0,0
M19202,1,301.7,309.8,1284,68.2,111,1,0,1,1,0,0
L51523,0,301.7,309.8,1491,39.3,114,0,0,0,0,0,0
H33758,2,301.8,309.9,1418,51.3,116,0,0,0,0,0,0
M19205,1,301.8,309.8,1546,39.8,121,0,0,0,0,0,0
L51526,0,301.8,309.7,1598,30.4,124,0,0,0,0,0,0
H33761,2,301.9,309.8,1724,27.5,126,0,0,0,0,0,0
L51528,0,301.9,309.8,1507,44.7,131,0,0,0,0,0,0
L51529,0,301.9,309.7,1595,31.4,133,0,0,0,0,0,0
M19210,1,301.9,309.7,1568,37.5,135,0,0,0,0,0,0
L51531,0,301.8,309.6,1432,43.7,138,0,0,0,0,0,0
L51532,0,301.9,309.7,1424,42.8,140,0,0,0,0,0,0
M19213,1,302.0,309.7,1386,62.7,142,1,0,0,1,0,0
L51534,0,302.0,309.8,1456,58.1,145,0,0,0,0,0,0
H33769,2,302.0,309.8,1280,57.3,147,1,0,1,0,0,0
L51536,0,302.0,309.8,1649,31.0,152,0,0,0,0,0,0
L51537,0,302.0,309.9,1407,52.8,154,0,0,0,0,0,0
H33772,2,302.0,309.9,1606,34.5,156,0,0,0,0,0,0
M19219,1,302.1,310.0,1531,38.0,161,0,0,0,0,0,0
L51540,0,302.1,310.1,1543,35.8,164,0,0,0,0,0,0
M19221,1,302.1,310.1,1379,48.2,166,1,0,1,0,0,0
L51542,0,302.1,310.1,1447,46.6,169,0,0,0,0,0,0
H33777,2,302.1,310.1,1844,24.6,171,0,0,0,0,0,0
H33778,2,302.1,310.1,1615,29.9,176,0,0,0,0,0,0
L51545,0,302.0,310.0,1449,48.8,181,0,0,0,0,0,0
L51546,0,302.0,309.9,1388,51.4,183,0,0,0,0,0,0
H33781,2,302.0,309.9,1447,42.8,185,0,0,0,0,0,0
L51548,0,302.0,310.0,1664,28.6,190,0,0,0,0,0,0
H33783,2,302.0,309.9,1735,27.2,192,0,0,0,0,0,0
L51550,0,302.0,309.9,1308,57.6,197,1,0,1,0,1,0
L51551,0,302.0,309.8,1480,40.0,199,0,0,0,0,0,0
M19232,1,301.9,309.6,1439,41.7,201,0,0,0,0,0,0
M19233,1,301.9,309.7,1533,35.9,204,0,0,0,0,0,0
L51554,0,302.0,309.7,1551,34.8,207,0,0,0,0,0,0
L51555,0,302.0,309.7,1414,36.3,209,0,0,0,0,0,0
M19236,1,301.9,309.6,1551,34.6,211,0,0,0,0,0,0
M19237,1,301.8,309.6,1436,49.0,214,0,0,0,0,0,0
M19238,1,301.9,309.6,1385,45.8,217,0,0,0,0,0,0
M19239,1,301.8,309.5,1732,30.1,220,0,0,0,0,0,0
L51560,0,301.9,309.6,1410,49.0,223,0,0,0,0,0,0
L51561,0,301.9,309.6,1446,43.2,225,0,0,0,0,0,0
L51562,0,301.8,309.5,1525,39.6,227,0,0,0,0,0,0
L51563,0,301.7,309.5,1298,65.5,229,1,0,1,0,1,0
L51564,0,301.8,309.6,1443,42.7,231,0,0,0,0,0,0
L51565,0,301.8,309.7,1442,45.3,233,1,1,0,0,0,0
L51566,0,301.9,309.7,1719,31.9,0,0,0,0,0,0,0
L51567,0,302.0,309.8,1532,39.4,2,0,0,0,0,0,0
L51568,0,302.0,309.8,1701,27.2,4,0,0,0,0,0,0
M19249,1,302.1,310.0,1355,45.1,6,1,0,1,0,0,0
M19250,1,302.2,310.1,1421,45.4,9,0,0,0,0,0,0
M19251,1,302.2,310.1,1368,51.6,12,1,0,1,0,0,0
L51572,0,302.2,310.1,1458,45.1,15,0,0,0,0,0,0
M19253,1,302.2,310.1,1572,34.6,17,0,0,0,0,0,0
L51574,0,302.2,310.0,1483,48.7,20,0,0,0,0,0,0
L51575,0,302.3,310.1,1513,40.4,22,0,0,0,0,0,0
H33810,2,302.3,310.1,1383,42.9,24,0,0,0,0,0,0
L51577,0,302.4,310.2,1539,37.7,29,0,0,0,0,0,0
M19258,1,302.3,310.1,1563,37.8,31,0,0,0,0,0,0
L51579,0,302.3,310.1,1653,29.7,34,0,0,0,0,0,0
L51580,0,302.3,310.1,1353,50.9,36,1,0,1,0,0,0
H33815,2,302.2,310.0,1468,43.6,38,0,0,0,0,0,0
H33816,2,302.3,310.2,1506,33.8,43,0,0,0,0,0,0
L51583,0,302.3,310.1,1388,49.9,48,0,0,0,0,0,0
M19264,1,302.4,310.2,1485,45.9,50,0,0,0,0,0,0
L51585,0,302.4,310.2,1331,45.5,53,1,0,1,0,0,0
L51586,0,302.5,310.3,1326,58.5,55,1,0,1,0,0,0
L51587,0,302.3,310.2,1394,55.4,57,0,0,0,0,0,0
L51588,0,302.4,310.1,2009,18.9,59,0,0,0,0,0,0
M19269,1,302.4,310.1,1358,54.6,61,1,0,1,0,0,0
L51590,0,302.5,310.2,1586,32.2,64,0,0,0,0,0,0
L51591,0,302.5,310.3,1688,31.6,66,0,0,0,0,0,0
L51592,0,302.6,310.5,1450,43.2,68,0,0,0,0,0,0
M19273,1,302.7,310.5,1398,47.3,70,0,0,0,0,0,0
L51594,0,302.7,310.5,1520,39.3,73,0,0,0,0,0,0
L51595,0,302.6,310.4,1514,42.7,75,0,0,0,0,0,0
M19276,1,302.6,310.4,1532,36.1,77,0,0,0,0,0,0
L51597,0,302.6,310.4,1365,66.8,80,1,0,1,1,0,0
L51598,0,302.6,310.3,1642,33.2,82,0,0,0,0,0,0
M19279,1,302.6,310.2,2676,10.8,84,1,0,0,1,0,0
H33834,2,302.6,310.2,1873,21.3,87,0,0,0,0,0,0
L51601,0,302.6,310.2,1325,62.4,92,1,0,1,0,0,0
M19282,1,302.6,310.2,2157,17.2,94,0,0,0,0,0,0
M19283,1,302.6,310.2,1563,39.0,97,0,0,0,0,0,0
M19284,1,302.6,310.2,1631,31.0,100,0,0,0,0,0,0
L51605,0,302.5,310.2,1547,36.9,103,0,0,0,0,0,0
L51606,0,302.6,310.3,1479,40.4,105,0,0,0,0,0,0
M19287,1,302.4,310.1,1379,48.9,107,1,0,1,0,0,0
L51608,0,302.4,310.1,1906,21.2,110,0,0,0,0,0,0
M19289,1,302.3,310.1,1731,33.4,112,0,0,0,0,0,0
H33844,2,302.3,310.1,1688,30.4,115,0,0,0,0,0,0
H33845,2,302.3,310.2,1443,54.6,120,0,0,0,0,0,0
L51612,0,302.4,310.2,1445,46.4,125,0,0,0,0,0,0
H33847,2,302.4,310.2,1435,44.9,127,0,0,0,0,0,0
L51614,0,302.4,310.1,1556,32.9,132,0,0,0,0,0,0
L51615,0,302.3,310.1,1321,52.7,134,1,0,1,0,0,0
M19296,1,302.4,310.1,1577,35.8,136,0,0,0,0,0,0
L51617,0,302.4,310.2,1578,31.2,139,0,0,0,0,0,0
L51618,0,302.4,310.1,1418,52.3,141,0,0,0,0,0,0
M19299,1,302.4,310.2,1392,55.8,143,0,0,0,0,0,0
L51620,0,302.5,310.3,1446,44.0,146,0,0,0,0,0,0
L51621,0,302.5,310.2,1329,50.6,148,1,0,1,0,0,0
L51622,0,302.5,310.2,1563,34.8,150,0,0,0,0,0,0
L51623,0,302.5,310.3,1405,57.4,152,0,0,0,0,0,0
L51624,0,302.4,310.2,2224,16.0,154,0,0,0,0,0,0
L51625,0,302.5,310.2,1716,29.9,156,0,0,0,0,0,0
